"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PTTVJEKM","conferencePaper","2008","Aldrich, Jonathan; Simmons, Robert J.; Shin, Key","SASyLF: An Educational Proof Assistant for Language Theory","","","","","","","2008","2010-05-26 19:16:46","2010-05-26 19:19:43","","","","","","","","","","","","","","","","","","","","","","","","","","toread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Functional and Declarative Programming in Education","","","","","","","","","","","","","","",""
"B2NHTC6N","webpage","","","SASyLF: An Educational Proof Assistant for Language Theory","","","","","http://www.cs.cmu.edu/~aldrich/SASyLF/","","","2010-05-26 19:16:20","2010-05-26 19:16:20","2010-05-26 19:16:20","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/386W7DRT/SASyLF.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5KVEQZU","report","2001","Leijen, Daan; Meijer, Erik","Parsec: Direct Style Monadic Parser Combinators for the Real World","","","","","http://legacy.cs.uu.nl/daan/pubs.html#parsec","Despite the long list of publications on parser combinators, there does not yet exist a monadic parser combinator library that is applicable in real world situations. In particular naive implementations of parser combinators are likely to suffer from space leaks and are often unable to report precise error messages in case of parse errors. The Parsec parser combinator library described in this paper, utilizes a novel implementation technique for space and time efficient parser combinators that in case of a parse error, report both the position of the error as well as all grammar productions that would have been legal at that point in the input.","2001","2010-05-26 19:05:11","2010-05-26 19:08:09","","","","","","","","","","","","","Departement of Computer Science, Universiteit Utrecht","","","","Technical Report","","","","","","","/home/connolly/Zotero/storage/IT96UB7X/Leijen and Meijer - 2001 - Parsec Direct Style Monadic Parser Combinators fo.pdf","","","","","","","","","","","","","","","","","","","","","","UU-CS-2001-35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPAM77JD","presentation","","Meijer, Erik","C9 Lectures: Dr. Erik Meijer - Functional Programming Fundamentals Chapter 8 of 13 | Going Deep | Channel 9","","","","","http://channel9.msdn.com/shows/Going+Deep/C9-Lectures-Dr-Erik-Meijer-Functional-Programming-Fundamentals-Chapter-8-of-13/","","","2010-05-26 18:48:27","2010-05-26 18:57:53","2010-05-26 18:48:27","","","","","","","","","","","","","","","","","","","","","","<p>recommended by RSchulz in <a href=""http://chatlogs.planetrdf.com/swig/2010-05-26#T18-48-41"">swig chat</a></p>","/home/connolly/Zotero/storage/PT9MDPCZ/C9-Lectures-Dr-Erik-Meijer-Functional-Programming-Fundamentals-Chapter-8-of-13.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVEX37TE","blogPost","2008","Spiewak, Daniel","Formal Language Processing in Scala - Code Commit","Code Commit","","","","http://www.codecommit.com/blog/scala/formal-language-processing-in-scala","","2008-06-16","2010-05-26 18:51:53","2010-05-26 18:56:56","2010-05-26 18:51:53","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/4F6V4NVA/formal-language-processing-in-scala.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EQ6MEQP","webpage","2005","","Parsec","","","","","http://legacy.cs.uu.nl/daan/parsec.html","Parsec is a free monadic parser combinator library for Haskell. Allthough combinator parsing is well known in literature, most libraries are only implemented for personal use or for small research examples. Parsec is designed from scratch as an industrial-strength parser library. It is simple, safe, well documented, has extensive libraries and good error messages. It is also fast, doing thousands of lines per second on todays machines, which might make it an acceptable alternative to bottom-up parser generators like Happy.","2005-10-18","2010-05-26 18:55:22","2010-05-26 18:56:03","2010-05-26 18:55:22","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/8X8ZB3T4/parsec.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEIXJCP8","conferencePaper","1985","Wadler, Philip","How to replace failure by a list of successes","Proc. of a conference on Functional programming languages and computer architecture","3-387-15975-4","","","http://portal.acm.org/citation.cfm?id=5288","","1985","2010-05-26 18:53:27","2010-05-26 18:53:27","2010-05-26 18:53:27","113-128","","","","","","","","","","","Springer-Verlag New York, Inc.","Nancy, France","","","","","","ACM","","","","/home/connolly/Zotero/storage/6X9Z8VFH/citation.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FT5BHDAN","videoRecording","2010","AlJazeeraEnglish","News Bulletin - 19:35 GMT update","","","","","http://www.youtube.com/watch?v=qbyXt6tjvmU&feature=youtube_gdata","The main headlines on Al Jazeera English, featuring the latest news and reports from around the world.","2010-05-04","2010-05-04 22:58:09","2010-05-04 22:58:09","2010-05-04 22:58:09","","","","","","","News Bulletin - 19","","","","","","","","","","","","YouTube","","","","","","","al; bulletin;; jazeera; latest;; mobile;; news;; update;; vod;","","","","AlJazeeraEnglish","","","","","","","","","","","","","","","","","200 seconds","","","","","","","","","","","","","","","","","","","","","","","","",""
"V6QMQ4K5","webpage","2010","Mustafaraj, Eni; Metaxas, Panagiotis","From Obscurity to Prominence in Minutes: Political Speech and Real-Time Search","","","","","http://journal.webscience.org/317/","","2010","2010-04-26 19:09:48","2010-04-26 19:09:48","2010-04-26 19:09:48","","","","","","","From Obscurity to Prominence in Minutes","","","","","","","","","Conference or Workshop Item","","","","","Recently, all major search engines introduced a new feature: real-time search results, embedded in the first page of organic search results. The content appearing in these results is pulled by Twitter, blogs, and news websites within minutes of its generation. In this paper, we argue that in the context of political speech, this feature provides disproportionate exposure to personal opinions, fabricated content, unverified events, lies and misrepresentations that would otherwise not find their way in the first page, giving them the opportunity to spread virally. We provide evidence from the recent Massachusetts senate race between Martha Coakley and Scott Brown, analyzing attacks launched inside Twitter.","","/home/connolly/Zotero/storage/EAFM5DFS/317.html","","","Web Science 2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM2AWTAD","webpage","2010","Carr, Leslie; Pope, Cathy; Halford, Susan","Could the Web be a Temporary Glitch?","","","","","http://journal.webscience.org/304/","","2010","2010-04-26 18:33:48","2010-04-26 18:33:48","2010-04-26 18:33:48","","","","","","","","","","","","","","","","Conference or Workshop Item","","","","","In this paper we begin with the assertion that Web Science is the study of the technologies and policies that support the co-construction of a linked online environment by a networked society, and we end by questioning whether the Web that we currently enjoy is a permanent and fundamental phenomenon, or merely a fashionable popular enthusiasm for a particular kind of information sharing.","","/home/connolly/Zotero/storage/W2D2737I/304.html","","","Web Science 2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDT9NA9Q","journalArticle","1972","Edmonds, Jack; Karp, Richard M.","Theoretical Improvements in Algorithmic Efficiency for Network Flow Problems","J. ACM","","","10.1145/321694.321699","http://portal.acm.org/citation.cfm?id=321699","Note: OCR errors may be found in this Reference List extracted from the full text article. ACM has opted to expose the complete List rather than only correct and linked references.","1972","2010-04-16 19:04:56","2010-04-16 19:04:56","2010-04-16 19:04:56","248-264","","2","19","","","","","","","","","","","","","","","ACM","","","","; /home/connolly/Zotero/storage/4WW3NSNG/Certificate.html; /home/connolly/Zotero/storage/VQDM7A24/Edmonds and Karp - 1972 - Theoretical Improvements in Algorithmic Efficiency.cfm","http://semanticweb.org/wiki/Python_implementation_of_Edmonds-Karp_algorithm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQQ6RZH6","journalArticle","2009","Raman, T. V.","Toward 2<sup><i>W</i></sup>, beyond web 2.0","Commun. ACM","","","10.1145/1461928.1461945","http://portal.acm.org/ft_gateway.cfm?id=1461945&type=html&coll=GUIDE&dl=GUIDE&CFID=84395838&CFTOKEN=80016677","2W is a result of the exponentially growing Web building on itself to move from a Web of content to a Web of applications.","2009","2010-04-15 15:15:21","2010-04-15 15:15:21","2010-04-15 15:15:21","52-59","","2","52","","","","","","","","","","","","","","","ACM","","","","/home/connolly/Zotero/storage/VGRHXK7M/Raman - 2009 - Toward 2supiWisup, beyond web 2.0.cfm; /home/connolly/Zotero/storage/7S259FVC/Raman - 2009 - Toward 2supiWisup, beyond web 2.0.cfm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XD38MC2F","conferencePaper","1998","Levien, Raph; Aiken, Alex","Attack-Resistant Trust Metrics for Public Key Certification","7th USENIX Security Symposium","","","","","This paper investigates the role of trust metrics in attack-resistant public key certification. We present an analytical framework for understanding the effectiveness of trust metrics in resisting attacks, including a characterization of the space of possible attacks. Within this framework, we establish the theoretical best case for a trust metric. Finally, we present a practical trust metric based on network flow that meets this theoretical bound.","1998","2010-04-13 19:10:55","2010-04-13 19:12:49","","","","","","","","","","","","","","San Antonio, Texas, USA","","","","","","","","","","; ; ","http://www.usenix.org/publications/library/proceedings/sec98/full_papers/levien/levien_html/levien.html; http://www.usenix.org/publications/library/proceedings/sec98/levien.html; http://www.usenix.org/publications/library/proceedings/sec98/technical.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USENIX Security Symposium","","","","","","","","","","","","","","",""
"SG9EI6AZ","journalArticle","2006","Golbeck, Jennifer","Trust on the World Wide Web: A Survey","Foundations and Trends® in Web Science","","1555-077X","10.1561/1800000006","http://www.nowpublishers.com/product.aspx?doi=1800000006&product=WEB","","2006","2010-04-13 18:57:48","2010-04-13 18:57:48","2010-04-13 18:57:48","131-197","","2","1","","FNT in Web Science","Trust on the World Wide Web","","","","","","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/6QMIH3SM/product.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
